No,Level,Kode_Acuan,Kode_2025,Judul_2025,Cakupan_2025,Tidak_Cakupan_2025,Kode_2020,Judul_2020,Cakupan_2020,Tidak_Cakupan_2020,Status
1263,Kelompok (Kode KBLI),37001,37001,PENGUMPULAN AIR LIMBAH,"Kelompok ini mencakup kegiatan pengumpulan dan pengangkutan air limbah dari sumber, misalnya rumah tangga atau unit industri, melalui saluran dari jaringan pembuangan air limbah, pengumpul air limbah dan fasilitas pengangkutan lainnya (kendaraan pengangkutan limbah/kotoran). Kelompok ini juga mencakup kegiatan penyedotan dan pembersihan perigi jamban, tangki septik, dan lubang dari limbah; pengumpulan air limbah dari toilet kimia (toilet portabel, toilet pesawat, toilet kereta)",,,,,,BARU (hanya ada di KBLI 2025)
1264,Kelompok (Kode KBLI),37002,37002,PENGOLAHAN DAN PEMBUANGAN AIR LIMBAH,"Kelompok ini mencakup kegiatan pengoperasian fasilitas pengolahan air limbah, pengolahan air limbah melalui saluran. Kelompok ini juga mencakup pembersihan saluran air limbah dan saluran pembuangannya",,,,,,BARU (hanya ada di KBLI 2025)
1265,Sub Golongan,3701,,,,,3701,PENGUMPULAN AIR LIMBAH,"Subgolongan ini mencakup: - Pengumpulan dan pengangkutan air limbah industri atau air limbah rumah tangga yang tidak berbahaya melalui saluran dari jaringan pembuangan air limbah, pengumpul air limbah dan fasilitas pengangkutan lainnya (kendaraan pengangkutan limbah/kotoran) - Penyedotan dan pembersihan tangki septik (perigi jamban), bak dan lubang pembuangan limbah/kotoran; pengumpulan air limbah dari toilet kimia (toilet portable, toilet pesawat, toilet kereta).",,DIHAPUS (hanya ada di KBLI 2020)
1266,Kelompok (Kode KBLI),37011,,,,,37011,PENGUMPULAN AIR LIMBAH TIDAK BERBAHAYA,"Kelompok ini mencakup kegiatan pengumpulan dan pengangkutan air limbah industri atau air limbah rumah tangga yang tidak berbahaya melalui saluran dari jaringan pembuangan air limbah, pengumpul air limbah dan fasilitas pengangkutan lainnya (kendaraan pengangkutan limbah/kotoran). Kelompok ini juga mencakup kegiatan penyedotan dan pembersihan tangki septik (perigi jamban), bak dan lubang pembuangan limbah/kotoran; pengumpulan air limbah dari toilet kimia (toilet portable, toilet pesawat, toilet kereta).",,DIHAPUS (hanya ada di KBLI 2020)
1267,Kelompok (Kode KBLI),37012,,,,,37012,PENGUMPULAN AIR LIMBAH BERBAHAYA,"Kelompok ini mencakup kegiatan pengumpulan dan pengangkutan air limbah industri atau air limbah rumah tangga yang berbahaya melalui saluran dari jaringan pembuangan air limbah, pengumpul air limbah dan fasilitas pengangkutan lainnya (kendaraan pengangkutan limbah/kotoran). Kelompok ini juga mencakup kegiatan penyedotan dan pembersihan tangki, bak dan lubang pembuangan air limbah berbahaya.",,DIHAPUS (hanya ada di KBLI 2020)
1268,Sub Golongan,3702,,,,,3702,TREATMENT DAN PEMBUANGAN AIR LIMBAH,"Subgolongan ini mencakup kegiatan pengoperasian sistem pembuangan limbah/kotoran atau fasilitas pengolahan limbah/kotoran; pengolahan air limbah (mencakup air limbah industri dan rumah tangga, air dari kolam renang dan lain-lain) melalui saluran secara proses fisika, kimia dan biologi seperti pencairan, penyaringan dan sedimentasi dan lain-lain dan pengelolaan dan pembersihan saluran air dan saluran pembuangan.",,DIHAPUS (hanya ada di KBLI 2020)
1269,Kelompok (Kode KBLI),37021,,,,,37021,TREATMENT DAN PEMBUANGAN AIR LIMBAH TIDAK BERBAHAYA,"Kelompok ini mencakup kegiatan pengoperasian sistem pembuangan air limbah atau fasilitas pengolahan air limbah tidak berbahaya, pengolahan air limbah tidak berbahaya (mencakup air limbah industri dan rumah tangga, air dari kolam renang dan lain-lain) melalui saluran secara proses fisika, kimia dan biologi seperti pengenceran, penyaringan dan sedimentasi dan lain-lain. Kelompok ini juga mencakup kegiatan pengelolaan dan pembersihan saluran air limbah tidak berbahaya dan saluran pembuangannya.",,DIHAPUS (hanya ada di KBLI 2020)
1270,Kelompok (Kode KBLI),37022,,,,,37022,TREATMENT DAN PEMBUANGAN AIR LIMBAH BERBAHAYA,"Kelompok ini mencakup kegiatan pengoperasian sistem pembuangan air limbah atau fasilitas pengolahan air limbah berbahaya, pengolahan air limbah berbahaya (mencakup air limbah industri dan rumah tangga dan lain-lain) melalui saluran secara proses fisika, kimia dan biologi seperti pengenceran, penyaringan dan sedimentasi dan lain-lain. Kelompok ini juga mencakup kegiatan treatment dan pembersihan saluran air limbah berbahaya dan saluran pembuangannya.",,DIHAPUS (hanya ada di KBLI 2020)
1271,Golongan Pokok,38,38,"PENGUMPULAN, PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH; SERTA AKTIVITAS PEMULIHAN",,,38,"PENGUMPULAN, TREATMENT DAN PEMBUANGAN LIMBAH DAN SAMPAH SERTA AKTIVITAS PEMULIHAN MATERIAL","Golongan pokok ini mencakup kegiatan pengumpulan, pengolahan dan pembuangan limbah dan sampah. Golongan pokok ini juga mencakup pengumpulan lokal limbah dan sampah dan pengoperasian fasilitas daur ulang (misalnya pemilihan sampah yang dapat didaur ulang dari kumpulan limbah dan sampah).",,BERUBAH (judul/definisi berbeda)
1272,Golongan,381,381,PENGUMPULAN LIMBAH ATAU SAMPAH,,,381,PENGUMPULAN LIMBAH DAN SAMPAH,"Golongan ini mencakup kegiatan pengumpulan limbah dan sampah dari rumah tangga dan perusahaan dengan memakai tempat sampah, tempat sampah beroda, kontainer sampah dan lain-lain. Golongan ini juga mencakup kegiatan pengumpulan limbah dan sampah berbahaya dan tidak berbahaya, misalnya sampah dari rumah tangga, baterai bekas, minyak dan lemak masak bekas pakai, oli (minyak bekas yang berasal dari kapal, dan bengkel, seperti halnya sampah konstruksi dan penghancuran bangunan.",,BERUBAH (judul/definisi berbeda)
1273,Sub Golongan,3811,3811,PENGUMPULAN LIMBAH ATAU SAMPAH TIDAK BERBAHAYA,,,3811,PENGUMPULAN LIMBAH DAN SAMPAH TIDAK BERBAHAYA,"Subgolongan ini mencakup : - Pengumpulan sampah padat yang tidak berbahaya dalam suatu daerah, misalnya pengumpulan sampah rumah tangga dan usaha dengan menggunakan tempat sampah, tempat sampah beroda, kontainer sampah dan lain-lain yang meliputi campuran bahan-bahan yang dapat dipulihkan - Pengumpulan bahan-bahan yang dapat didaur ulang - Pengumpulan minyak dan lemak masak bekas pakai - Pengumpulan sampah dari tempat sampah di tempat umum Subgolongan ini juga mencakup : - Pengumpulan sampah konstruksi dan pembongkaran bangunan - Pengumpulan dan pembersihan runtuhan atau puing - Pengumpulan sampah dari pabrik tekstil - Pengoperasian pos pemindah sampah untuk sampah yang tidak berbahaya Subgolongan ini tidak mencakup : - Pengumpulah limbah yang berbahaya, lihat 3812 - Pengoperasian lahan untuk pembuangan sampah yang tidak berbahaya, lihat 3821 - Pengoperasian fasilitas tempat mencampur bahan-bahan yang dapat dipulihkan kembali seperti kertas, plastik dan lain-lain dipisahkan ke dalam kelompok yang berbeda, lihat 3830",,BERUBAH (judul/definisi berbeda)
1274,Kelompok (Kode KBLI),38110,38110,PENGUMPULAN LIMBAH ATAU SAMPAH TIDAK BERBAHAYA,"Kelompok ini mencakup   - pengumpulan limbah atau sampah padat yang tidak berbahaya dalam wilayah setempat, misalnya pengumpulan sampah rumah tangga dan usaha dengan menggunakan tempat sampah, kontainer sampah dan lain-lain, yang mungkin berisi berbagai material yang dapat dipulihkan;   - pengumpulan bahan-bahan yang dapat didaur ulang (dipisahkan atau tidak);   - pengumpulan limbah tidak berbahaya yang berasal dari hewan atau tumbuhan;   - pengumpulan minyak dan lemak masak bekas pakai;   - pengumpulan sampah di tempat umum;   - pengumpulan limbah konstruksi dan pembongkaran bangunan;   - pengumpulan dan pembersihan runtuhan atau puing;   - pengumpulan sampah dari pabrik-pabrik industri;    - pengoperasian fasilitas pemindah sampah untuk sampah yang tidak berbahaya","Kelompok ini tidak mencakup   - pengumpulan air limbah, lihat golongan pokok 37;   - pengumpulah limbah yang berbahaya, lihat subgolongan 3812;   - pengoperasian tempat untuk pembuangan dan penyimpanan permanen limbah tidak berbahaya, lihat subgolongan 3821;   - pengoperasian fasilitas pemilahan sampah yang dapat dipulihkan, lihat subgolongan 3830",38110,PENGUMPULAN LIMBAH DAN SAMPAH TIDAK BERBAHAYA,"Kelompok ini mencakup pengumpulan sampah padat yang tidak berbahaya dalam suatu daerah, misalnya pengumpulan sampah rumah tangga dan usaha dengan menggunakan tempat sampah, tempat sampah beroda, kontainer sampah dan lain-lain yang meliputi campuran bahan-bahan yang dapat dipulihkan, pengumpulan bahan-bahan yang dapat didaur ulang, pengumpulan minyak dan lemak masak bekas pakai dan pengumpulan sampah dari tempat sampah di tempat umum. Termasuk juga usaha pengumpulan sampah konstruksi dan pembongkaran bangunan, pengumpulan dan pembersihan runtuhan atau puing, pengumpulan sampah dari pabrik tekstil dan pengoperasian pos pemindah sampah untuk sampah yang tidak berbahaya.",,BERUBAH (judul/definisi berbeda)
1275,Sub Golongan,3812,3812,PENGUMPULAN LIMBAH ATAU SAMPAH BERBAHAYA,,,3812,PENGUMPULAN LIMBAH BERBAHAYA,"Subgolongan ini mencakup pengumpulan limbah padat maupun tidak padat yang berbahaya serta sampah spesifik, misalnya bahan yang mudah meledak, bahan yang mudah teroksidasi, bahan yang mudah terbakar, bahan beracun, iritan, karsinogenik, korosif, bahan yang dapat menyebabkan infeksi dan substansi dan preparat lainnya yang berbahaya untuk kesehatan manusia dan lingkungan. Kegiatan ini juga memerlukan identifikasi, penanganan, pengemasan dan pelabelan sampah. Subgolongan ini mencakup : - Pengumpulan limbah berbahaya, sampah spesifik, seperti minyak bekas pakai dari kapal atau bengkel, sampah biologis yang berbahaya (bio-hazardous), aki dan baterai bekas pakai.","Subgolongan ini tidak mencakup : - Remediasi (perbaikan) dan pembersihan dari bangunan yang terkontaminasi, tempat pertambangan, tanah, air tanah, misalnya pembersihan asbes, lihat 3900.",BERUBAH (judul/definisi berbeda)
1276,Kelompok (Kode KBLI),38120,,,,,38120,PENGUMPULAN LIMBAH BERBAHAYA,"Kelompok ini mencakup pengumpulan limbah padat maupun tidak padat yang berbahaya serta sampah spesifik, misalnya bahan yang mudah meledak, bahan yang mudah teroksidasi, bahan yang mudah terbakar, bahan beracun, iritan, karsinogenik, korosif, bahan yang dapat menyebabkan infeksi dan substansi dan preparat lainnya yang berbahaya untuk kesehatan manusia dan lingkungan. Kegiatan ini juga memerlukan identifikasi, penanganan, pengemasan dan pelabelan limbah berbahaya dan sampah spesifik. Kelompok ini mencakup usaha pengumpulan limbah berbahaya dan sampah spesifik, seperti minyak bekas pakai dari kapal atau bengkel, sampah biologis yang berbahaya (bio-hazardous), aki dan baterai bekas pakai.",,DIHAPUS (hanya ada di KBLI 2020)
1277,Kelompok (Kode KBLI),38121,38121,PENGUMPULAN LIMBAH BERBAHAYA SELAIN LIMBAH RADIOKATIF,"Kelompok ini mencakup pengumpulan limbah yang berbahaya serta sampah spesifik yang berbahaya nonradioaktif, yaitu bahan yang mudah meledakbahan yang mudah teroksidasi, bahan yang mudah terbakar, bahan beracun, iritan, karsinogenik, korosif, bahan yang dapat menyebabkan infeksi, dan substansi dan preparat lainnya yang berbahaya untuk kesehatan manusia dan lingkungan. Kegiatan ini juga dapat mencakup identifikasi, penanganan, pengemasan dan pelabelan limbah berbahaya dan sampah spesifik yang berbahaya nonradioaktif  untuk tujuan pengangkutan.    Kelompok ini mencakup   - pengumpulan limbah berbahaya dan sampah spesifik berbahaya, seperti minyak bekas pakai dari kapal atau bengkel, sampah biologis yang (bio-hazardous), aki dan baterai bekas pakai, limbah berbahaya yang berasal dari hewan, obat-obatan yang sudah kedaluwarsa;   - pengoperasian fasilitas pemindahan limbah untuk limbah berbahaya nonradioaktif",,,,,,BARU (hanya ada di KBLI 2025)
1278,Kelompok (Kode KBLI),38122,38122,PENGUMPULAN LIMBAH RADIOAKTIF,"Kelompok ini mencakup pengumpulan limbah radioaktif yang dapat mencakup identifikasi, penanganan, pengemasan, dan pelabelan limbah radioaktif. Kelompok ini juga mencakup kegiatan pengangkutan limbah radioaktif ke pengelola limbah",,,,,,BARU (hanya ada di KBLI 2025)
1279,Golongan,382,382,PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH,,,,,,,BARU (hanya ada di KBLI 2025)
1280,Sub Golongan,3821,3821,PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH TIDAK  BERBAHAYA,,,,,,,BARU (hanya ada di KBLI 2025)
1281,Kelompok (Kode KBLI),38211,38211,PENGOLAHAN SAMPAH TIDAK BERBAHAYA UNTUK MENGHASILKAN ENERGI,"Kelompok ini mencakup pembuangan limbah atau sampah yang tidak berbahaya melalui pembakaran atau metode lain, untuk menghasilkan produk berupa listrik atau uap, bahan bakar minyak terbarukan, bioenergi, abu, atau energi lainnya",,,,,,BARU (hanya ada di KBLI 2025)
1282,Kelompok (Kode KBLI),38212,38212,PRODUKSI KOMPOS SAMPAH ORGANIK,Kelompok ini mencakup kegiatan produksi kompos dari sampah organik dan abu tanaman (pupuk alam organik),,,,,,BARU (hanya ada di KBLI 2025)
1283,Kelompok (Kode KBLI),38219,38219,PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH TIDAK  BERBAHAYA LAINNYA,"Kelompok ini mencakup pengoperasian lahan untuk pembuangan limbah dan sampah yang tidak berbahaya, pembuangan limbah dan sampah yang tidak berbahaya melalui proses pemanasan, pembakaran, insinerasi, atau metode lainnya, dengan atau tanpa menghasilkan produk berupa bahan baku industri atau produk ikutan lainnya, selain energi,; pengolahan limbah dan sampah organik untuk pembuangan",,,,,,BARU (hanya ada di KBLI 2025)
1284,Sub Golongan,3822,3822,PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH BERBAHAYA,,,,,,,BARU (hanya ada di KBLI 2025)
1285,Kelompok (Kode KBLI),38221,38221,PENGOLAHAN DAN PEMBUANGAN LIMBAH ATAU SAMPAH BERBAHAYA SELAIN LIMBAH RADIOAKTIF,"Kelompok ini mencakup pembuangan dan pengolahan sebelum pembuangan dari limbah berbahaya serta sampah spesifik berbahaya nonradioaktifyang dikelola oleh pemerintah maupun swasta, termasuk bahan mudah meledak, bahan mudah teroksidasi, bahan yang mudah terbakar, bahan beracun, iritan,karsinogenik, korosif atau bahan yang dapat menyebabkan infeksi dan substansi danpreparat lainnya yang berbahaya untuk kesehatan manusia dan lingkungan.    Kelompok ini mencakup   - pengoperasian fasilitas untuk pengolahan limbah berbahaya dan sampah spesifik nonradioaktif;   - pengolahan dan pembuangan binatang hidup atau mati yang beracun dan limbah terkontaminasi lainnya;   - pembakaran limbah berbahaya;  - pembuangan barang bekas seperti lemari es untuk menghilangkan limbah berbahaya.",,,,,,BARU (hanya ada di KBLI 2025)
1286,Kelompok (Kode KBLI),38222,38222,PENGOLAHAN DAN PEMBUANGAN LIMBAH RADIOAKTIF,"Kelompok ini mencakup pengolahan, pembuangan dan penyimpanan  limbah radioaktif, termasuk: pengolahan dan pembuangan limbah  radioaktif dalam masa transisi, yaitu peluruhan selama periode  pengangkutan, dari rumah sakit; enkapsulasi, penyiapan, dan  pengolahan lainnya terhadap limbah radioaktif",,,,,,BARU (hanya ada di KBLI 2025)
1287,Golongan,383,383,"PEMULIHAN MATERIAL, LIMBAH, ATAU SAMPAH LAINNYA",,,,,,,BARU (hanya ada di KBLI 2025)
1288,Sub Golongan,3830,3830,"PEMULIHAN MATERIAL, LIMBAH, ATAU SAMPAH LAINNYA",,,,,,,BARU (hanya ada di KBLI 2025)
1289,Kelompok (Kode KBLI),38301,38301,PEMULIHAN MATERIAL BARANG LOGAM,"Kelompok ini mencakup pengolahan barang bekas dari logam dan sisa-sisa barang logam menjadi bahan baku sekunder. Hasil dari daur ulang/pemulihan material barang logam adalah bahan baku sekunder berbagai bentuk, seperti potongan-potongan atau serpihan logam. Kegiatan pada kelompok ini mencakup pemisahan dan pemilahan sampah logam, penghancuran secara mekanis sampah logam, reduksi mekanis sampah logam, pembongkaran, pemotongan dan pengirisan sampah logam, pembongkaran kapal dan alat apung lainnya (ship breaking) dan lainnya. Pembuatan barang logam baru yang menggunakan bahan baku sekunder, barang logam bekas dan sisa-sisa barang logam dimasukkan dalam kelompok yang sesuai pada kategori C",,,,,,BARU (hanya ada di KBLI 2025)
1290,Kelompok (Kode KBLI),38302,38302,PEMULIHAN MATERIAL BARANG PLASTIK,Kelompok ini mencakup pengolahan barang bekas dari plastik menjadi bahan baku sekunder. Kegiatan pada kelompok ini mencakup pemilahan plastik dan pengolahan limbah plastik menjadi granul,,,,,,BARU (hanya ada di KBLI 2025)
1291,Kelompok (Kode KBLI),38309,38309,PEMULIHAN MATERIAL LAINNYA,"Kelompok ini mencakup usaha pengolahan barang bekas dari material lainnya menjadi bahan baku sekunder. Hasil dari daur ulang/pemulihan material lainnya adalah bahan baku sekunder berbagai bentuk, seperti potongan-potongan atau serpihan. Kegiatan pada kelompok ini mencakup pemulihan karet seperti ban bekas; pengolahan limbah karet menjadi granul; pemilahan, pemulihan, dan pengolahan mekanis atau kimia limbah tekstil/tekstil bekas, pakaian jadi bekas, dan barang jadi tekstil lainnya bekas untuk menghasilkan bahan baku sekunder; penghancuran, pembersihan dan pemilahan kaca; pemulihan limbah minyak, pengolahan minyak goreng dan lemak bekas pakai menjadi bahan baku sekunder; pengolahan sampah makanan, minuman, tembakau, limbah pertanian, limbah perikanan dan sampah bukan logam lainnya",,,,,,BARU (hanya ada di KBLI 2025)
1292,Golongan Pokok,39,39,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH ATAU SAMPAH  LAINNYA,,,39,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH DAN SAMPAH LAINNYA,"Golongan pokok ini mencakup penyediaan jasa pemulihan kembali lingkungan dari pencemaran (remediasi), misalnya jasa pemulihan lokasi atau tempat dan gedung, tanah, air bawah tanah atau air permukaan yang tercemar.",,BERUBAH (judul/definisi berbeda)
1293,Golongan,390,390,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH ATAU SAMPAH  LAINNYA,,,390,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH DAN SAMPAH LAINNYA,"Golongan pokok ini mencakup kegiatan pemulihan atau penghilangan bahan berbahaya/beracun yang mencemari tanah, air bawah tanah dan air permukaan, tempat/lokasi atau gedung atau pabrik, termasuk lokasi atau pabrik nuklir, tumpahan minyak, polusi akibat suatu kejadian tiba-tiba dan polusi lainnya dalam lingkungan, pembersihan bahan beracun, dan kegiatan lain yang khususnya berkaitan dengan pengawasan polusi.",,BERUBAH (judul/definisi berbeda)
1294,Sub Golongan,3900,3900,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH ATAU SAMPAH  LAINNYA,,,3900,AKTIVITAS REMEDIASI DAN PENGELOLAAN LIMBAH DAN SAMPAH LAINNYA,"Subgolongan ini mencakup : - Dekontaminasi tanah dan air tanah di tempat yang terkena polusi, baik in situ dan ex situ, menggunakan metode mekanik, kimia atau biologi - Dekontaminasi tempat atau pabrik industri, termasuk tempat dan penanaman nuklir - Dekontaminasi dan pembersihan air permukaan akibat polusi, contoh karena terkumpulnya polutan atau karena bahan kimia - Pembersihan minyak yang jatuh dan polusi lain pada tanah, air permukaan, di samudera dan laut, termasuk pesisir pantai - Pengurangan asbes, cat dan bahan-bahan beracun lainnya - Kegiatan pengontrol polusi khusus lainnya","Subgolongan ini tidak mencakup : - Treatment dan pembuangan sampah tidak berbahaya, lihat 3821 - Treatment dan pembuangan sampah berbahaya, lihat 3822 - Pembersihan di luar ruangan dan penyiraman jalan dan lain-lain, lihat 8129",BERUBAH (judul/definisi berbeda)
